vehicle_id,frame_id,total_frames,global_time,local_x,local_y,global_x,global_y,v_length,v_width,v_class,v_vel,v_acc,lane_id,o_zone,d_zone,int_id,section_id,direction,movement,preceding,following,space_headway,time_headway,location
5,70,846,1118847849000,4.925,97.719,6451160.972,1873336.263,13.0,6.9,2,15.0,0.0,1,,,,,,,0,0,0.0,0.0,us-101
5,86,846,1118847850600,4.802,121.738,6451177.103,1873318.493,13.0,6.9,2,14.93,-1.85,1,,,,,,,0,9,0.0,0.0,us-101
5,111,846,1118847853100,4.949,149.178,6451195.607,1873298.11,13.0,6.9,2,0.66,-6.97,1,,,,,,,0,9,0.0,0.0,us-101
5,114,846,1118847853400,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,121,846,1118847854100,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,156,846,1118847857600,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,157,846,1118847857700,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,163,846,1118847858300,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,181,846,1118847860100,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,221,846,1118847864100,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,225,846,1118847864500,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,227,846,1118847864700,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,228,846,1118847864800,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,240,846,1118847866000,4.948,149.178,6451195.587,1873298.132,13.0,6.9,2,0.0,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,273,846,1118847869300,5.308,179.76,6451216.187,1873275.459,13.0,6.9,2,23.33,9.14,1,,,,,,,0,9,0.0,0.0,us-101
5,289,846,1118847870900,4.797,216.795,6451241.922,1873248.734,13.0,6.9,2,22.7,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,302,846,1118847872200,4.376,246.303,6451262.627,1873227.706,13.0,6.9,2,22.7,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,326,846,1118847874600,4.643,300.619,6451300.852,1873188.884,13.0,6.9,2,22.69,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,370,846,1118847879000,5.341,371.066,6451351.021,1873139.425,13.0,6.9,2,18.19,-0.3,1,,,,,,,0,9,0.0,0.0,us-101
5,410,846,1118847883000,7.272,464.33,6451418.056,1873074.361,13.0,6.9,2,31.99,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,419,846,1118847883900,7.888,493.123,6451438.811,1873054.395,13.0,6.9,2,31.99,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,500,846,1118847892000,6.325,805.868,6451673.485,1872847.441,13.0,6.9,2,31.69,5.22,1,,,,,,,0,9,0.0,0.0,us-101
5,548,846,1118847896800,5.544,888.102,6451735.748,1872793.73,13.0,6.9,2,5.93,2.76,1,,,,,,,0,9,0.0,0.0,us-101
5,585,846,1118847900500,6.063,936.776,6451772.0,1872761.149,13.0,6.9,2,19.33,-2.32,1,,,,,,,0,9,0.0,0.0,us-101
5,630,846,1118847905000,6.672,1039.483,6451849.05,1872693.268,13.0,6.9,2,33.83,9.87,1,,,,,,,0,9,0.0,0.0,us-101
5,680,846,1118847910000,6.937,1211.994,6451978.931,1872579.738,13.0,6.9,2,35.01,-0.18,1,,,,,,,0,9,0.0,0.0,us-101
5,691,846,1118847911100,6.865,1251.219,6452008.474,1872553.947,13.0,6.9,2,39.15,8.96,1,,,,,,,0,9,0.0,0.0,us-101
5,719,846,1118847913900,5.903,1375.66,6452102.801,1872472.699,13.0,6.9,2,49.9,2.05,1,,,,,,,0,9,0.0,0.0,us-101
5,733,846,1118847915300,6.672,1447.687,6452156.611,1872424.858,13.0,6.9,2,54.98,0.03,1,,,,,,,0,9,0.0,0.0,us-101
5,760,846,1118847918000,6.457,1595.208,6452267.628,1872327.689,13.0,6.9,2,58.26,0.26,1,,,,,,,0,9,0.0,0.0,us-101
5,767,846,1118847918700,7.618,1636.326,6452297.94,1872299.877,13.0,6.9,2,59.74,2.36,1,,,,,,,0,9,0.0,0.0,us-101
5,768,846,1118847918800,7.609,1642.31,6452302.488,1872295.947,13.0,6.9,2,60.01,2.62,1,,,,,,,0,9,0.0,0.0,us-101
5,793,846,1118847921300,6.752,1798.639,6452420.57,1872193.373,13.0,6.9,2,66.59,-11.2,1,,,,,,,0,9,0.0,0.0,us-101
5,819,846,1118847923900,8.594,1966.891,6452546.686,1872082.028,13.0,6.9,2,62.6,0.38,1,,,,,,,0,9,0.0,0.0,us-101
5,841,846,1118847926100,8.975,2092.949,6452643.643,1872001.214,13.0,6.9,2,54.81,-1.7,1,,,,,,,0,9,0.0,0.0,us-101
5,855,846,1118847927500,7.375,2166.848,6452702.479,1871956.309,13.0,6.9,2,50.02,0.0,1,,,,,,,0,9,0.0,0.0,us-101
5,228,654,1118848779800,52.646,240.849,6451227.793,1873194.291,16.0,5.4,2,25.66,0.43,5,,,,,,,1,8,61.4,2.39,us-101
5,238,654,1118848780800,52.488,266.151,6451245.662,1873175.847,16.0,5.4,2,21.46,-11.2,5,,,,,,,1,8,61.8,2.88,us-101
5,264,654,1118848783400,53.575,331.334,6451292.88,1873128.538,16.0,5.4,2,25.58,3.73,5,,,,,,,1,8,62.25,2.43,us-101
5,312,654,1118848788200,53.372,463.824,6451390.492,1873037.072,16.0,5.4,2,30.76,0.0,5,,,,,,,1,8,73.14,2.38,us-101
5,333,654,1118848790300,52.713,528.421,6451438.851,1872993.413,16.0,5.4,2,29.34,6.15,5,,,,,,,1,8,74.86,2.55,us-101
5,334,654,1118848790400,52.732,531.345,6451441.182,1872991.303,16.0,5.4,2,30.04,11.2,5,,,,,,,1,8,74.9,2.49,us-101
5,349,654,1118848791900,53.155,577.579,6451475.388,1872960.145,16.0,5.4,2,28.82,-2.39,5,,,,,,,1,8,74.95,2.6,us-101
5,353,654,1118848792300,53.579,589.081,6451483.664,1872952.175,16.0,5.4,2,29.74,6.6,5,,,,,,,1,8,75.76,2.55,us-101
5,386,654,1118848795600,52.762,695.489,6451564.058,1872881.717,16.0,5.4,2,34.23,0.15,5,,,,,,,1,8,73.51,2.15,us-101
5,418,654,1118848798800,52.126,796.484,6451640.376,1872815.561,16.0,5.4,2,35.03,-0.08,5,,,,,,,1,13,70.54,2.01,us-101
5,428,654,1118848799800,51.93,831.608,6451666.848,1872792.56,16.0,5.4,2,35.46,0.86,5,,,,,,,1,13,65.62,1.85,us-101
5,431,654,1118848800100,51.881,842.259,6451674.877,1872785.562,16.0,5.4,2,35.5,0.47,5,,,,,,,1,13,65.13,1.83,us-101
5,437,654,1118848800700,51.748,863.522,6451690.924,1872771.623,16.0,5.4,2,34.92,-2.4,5,,,,,,,1,13,64.46,1.85,us-101
5,446,654,1118848801600,51.625,894.523,6451714.296,1872751.228,16.0,5.4,2,35.04,-1.4,5,,,,,,,1,13,65.14,1.86,us-101
5,449,654,1118848801900,50.858,904.972,6451722.635,1872744.914,16.0,5.4,2,34.34,-3.92,5,,,,,,,1,13,65.56,1.91,us-101
5,451,654,1118848802100,50.7,911.758,6451727.856,1872740.531,16.0,5.4,2,33.02,-8.57,5,,,,,,,1,13,66.27,2.01,us-101
5,458,654,1118848802800,50.723,934.054,6451744.545,1872725.82,16.0,5.4,2,31.12,0.07,5,,,,,,,1,13,71.44,2.3,us-101
5,461,654,1118848803100,50.731,943.426,6451751.758,1872719.467,16.0,5.4,2,32.52,10.68,5,,,,,,,1,13,74.06,2.28,us-101
5,463,654,1118848803300,50.805,950.163,6451756.864,1872714.931,16.0,5.4,2,34.5,7.11,5,,,,,,,0,13,0.0,0.0,us-101
5,469,654,1118848803900,50.912,970.589,6451772.193,1872701.464,16.0,5.4,2,32.77,0.23,5,,,,,,,0,13,0.0,0.0,us-101
5,523,654,1118848809300,52.047,1140.093,6451899.128,1872589.467,16.0,5.4,2,27.25,11.2,5,,,,,,,0,13,0.0,0.0,us-101
5,586,654,1118848815600,51.564,1339.643,6452049.712,1872458.382,16.0,5.4,2,34.49,-1.46,5,,,,,,,0,13,0.0,0.0,us-101
5,589,654,1118848815900,51.571,1350.032,6452057.634,1872451.464,16.0,5.4,2,35.82,8.49,5,,,,,,,0,13,0.0,0.0,us-101
5,591,654,1118848816100,51.593,1357.367,6452063.144,1872446.641,16.0,5.4,2,37.5,8.43,5,,,,,,,0,13,0.0,0.0,us-101
5,622,654,1118848819200,51.917,1480.743,6452155.75,1872365.473,16.0,5.4,2,39.07,-3.84,5,,,,,,,0,17,0.0,0.0,us-101
5,664,654,1118848823400,51.371,1644.78,6452279.829,1872257.674,16.0,5.4,2,35.5,6.2,5,,,,,,,0,17,0.0,0.0,us-101
5,719,654,1118848828900,50.618,1841.463,6452428.252,1872128.855,16.0,5.4,2,35.18,-2.94,5,,,,,,,0,17,0.0,0.0,us-101
5,723,654,1118848829300,50.59,1855.458,6452438.825,1872119.679,16.0,5.4,2,34.93,-1.59,5,,,,,,,0,17,0.0,0.0,us-101
5,751,654,1118848832100,54.563,1952.999,6452510.566,1872052.387,16.0,5.4,2,34.6,-5.02,5,,,,,,,0,17,0.0,0.0,us-101
5,803,654,1118848837300,56.214,2121.856,6452641.173,1871942.701,16.0,5.4,2,30.37,4.51,5,,,,,,,0,17,0.0,0.0,us-101
5,14,926,1118936701300,32.784,45.405,6451957.247,1872834.167,16.8,8.1,2,21.64,-4.71,0,102.0,208.0,1.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
5,73,926,1118936707200,23.549,193.608,6452005.916,1872975.476,16.8,8.1,2,24.29,0.23,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,121,926,1118936712000,28.38,275.964,6452042.696,1873048.009,16.8,8.1,2,12.93,3.51,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,151,926,1118936715000,27.938,291.268,6452048.753,1873062.035,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,152,926,1118936715100,27.938,291.268,6452048.753,1873062.035,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,157,926,1118936715600,27.938,291.268,6452048.753,1873062.035,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,217,926,1118936721600,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,219,926,1118936721800,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,238,926,1118936723700,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,259,926,1118936725800,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,4,10,0.0,0.0,lankershim
5,264,926,1118936726300,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,4,10,0.0,0.0,lankershim
5,283,926,1118936728200,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,43,10,0.0,0.0,lankershim
5,297,926,1118936729600,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,4,10,0.0,0.0,lankershim
5,316,926,1118936731500,27.825,291.27,6452048.652,1873062.084,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,325,926,1118936732400,27.836,291.27,6452048.661,1873062.08,16.8,8.1,2,0.08,0.25,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,335,926,1118936733400,27.942,291.268,6452048.757,1873062.033,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,348,926,1118936734700,28.081,291.266,6452048.882,1873061.972,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,350,926,1118936734900,28.102,291.265,6452048.901,1873061.963,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,357,926,1118936735600,28.177,291.264,6452048.968,1873061.93,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,367,926,1118936736600,28.284,291.262,6452049.064,1873061.883,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,387,926,1118936738600,28.497,291.258,6452049.256,1873061.79,16.8,8.1,2,0.11,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,53,10,0.0,0.0,lankershim
5,476,926,1118936747500,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,480,926,1118936747900,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,511,926,1118936751000,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,520,926,1118936751900,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,571,926,1118936757000,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,572,926,1118936757100,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,575,926,1118936757400,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,605,926,1118936760400,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,618,926,1118936761700,28.998,291.301,6452049.728,1873061.616,16.8,8.1,2,0.0,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,659,926,1118936765800,28.688,295.75,6452051.328,1873065.779,16.8,8.1,2,2.23,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,699,926,1118936769800,28.062,304.591,6452054.528,1873074.105,16.8,8.1,2,2.7,7.66,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,724,926,1118936772300,26.99,358.224,6452076.492,1873119.094,16.8,8.1,2,31.42,8.83,2,102.0,208.0,2.0,0.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,743,926,1118936774200,17.957,430.022,6452107.169,1873184.627,16.8,8.1,2,45.46,1.85,2,102.0,208.0,2.0,0.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,775,926,1118936777400,14.349,593.264,6452178.414,1873333.555,16.8,8.1,2,51.3,-0.38,2,102.0,208.0,0.0,3.0,2.0,1.0,0,10,0.0,0.0,lankershim
5,801,926,1118936780000,13.133,757.445,6452248.596,1873482.693,16.8,8.1,2,51.38,0.0,2,102.0,208.0,0.0,3.0,2.0,1.0,0,9,0.0,0.0,lankershim
5,815,926,1118936781400,23.703,851.838,6452287.815,1873569.994,16.8,8.1,2,51.8,-5.56,2,102.0,208.0,0.0,3.0,2.0,1.0,0,9,0.0,0.0,lankershim
5,817,926,1118936781600,25.017,865.56,6452293.472,1873582.269,16.8,8.1,2,51.73,0.81,2,102.0,208.0,0.0,3.0,2.0,1.0,0,9,0.0,0.0,lankershim
5,825,926,1118936782400,30.629,921.38,6452316.896,1873632.599,16.8,8.1,2,51.69,6.29,2,102.0,208.0,0.0,3.0,2.0,1.0,0,9,0.0,0.0,lankershim
5,833,926,1118936783200,33.459,981.41,6452343.096,1873683.655,16.8,8.1,2,51.37,-15.84,2,102.0,208.0,0.0,3.0,2.0,1.0,0,9,0.0,0.0,lankershim
5,911,926,1118936791000,41.708,1514.352,6452476.387,1874199.479,16.8,8.1,2,51.3,-14.18,3,102.0,208.0,4.0,0.0,2.0,1.0,0,2,0.0,0.0,lankershim
5,920,926,1118936791900,33.653,1574.902,6452469.953,1874259.52,16.8,8.1,2,53.69,-11.21,3,102.0,208.0,4.0,0.0,2.0,1.0,0,2,0.0,0.0,lankershim
52,203,23,1163038900,23.994,1982.835,2230824.318,1377463.05,16.5,6.7,2,23.6,0.11,0,115.0,213.0,5.0,0.0,1.0,1.0,0,0,0.0,0.0,peachtree
52,305,36,1163060800,33.282,2031.212,2230828.748,1377495.156,12.8,7.4,2,21.97,12.27,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
52,321,36,1163062400,-5.263,2046.698,2230788.279,1377504.6,12.8,7.4,2,23.42,-4.98,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
52,326,36,1163062900,-19.247,2049.853,2230773.976,1377505.584,12.8,7.4,2,22.62,4.86,0,113.0,215.0,5.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
52,507,597,1118847892700,5.369,131.284,6451183.091,1873310.98,17.5,6.4,2,23.01,4.14,1,,,,,,,47,59,41.0,1.78,us-101
52,536,597,1118847895600,6.05,199.873,6451229.332,1873260.239,17.5,6.4,2,24.79,8.99,1,,,,,,,47,59,39.59,1.6,us-101
52,569,597,1118847898900,5.84,289.247,6451291.845,1873195.925,17.5,6.4,2,30.05,-0.13,1,,,,,,,47,59,43.9,1.46,us-101
52,619,597,1118847903900,6.932,441.616,6451401.583,1873090.004,17.5,6.4,2,31.16,0.0,1,,,,,,,47,59,58.0,1.86,us-101
52,624,597,1118847904400,7.273,457.202,6451412.819,1873079.185,17.5,6.4,2,30.58,-5.45,1,,,,,,,47,59,59.24,1.94,us-101
52,626,597,1118847904600,7.282,463.201,6451417.224,1873075.113,17.5,6.4,2,29.41,-5.46,1,,,,,,,47,59,59.95,2.04,us-101
52,627,597,1118847904700,7.225,466.097,6451419.382,1873073.202,17.5,6.4,2,29.0,-2.67,1,,,,,,,47,59,60.39,2.08,us-101
52,634,597,1118847905400,6.817,486.257,6451434.488,1873059.836,17.5,6.4,2,28.83,0.0,1,,,,,,,47,59,63.45,2.2,us-101
52,758,597,1118847917800,8.053,814.213,6451678.636,1872840.62,17.5,6.4,2,25.01,0.08,1,,,,,,,47,59,63.8,2.55,us-101
52,765,597,1118847918500,7.904,831.816,6451691.946,1872829.118,17.5,6.4,2,26.34,7.23,1,,,,,,,47,59,64.3,2.44,us-101
52,853,597,1118847927300,7.08,1122.474,6451911.37,1872638.438,17.5,6.4,2,40.0,0.0,1,,,,,,,47,59,86.52,2.16,us-101
52,869,597,1118847928900,7.137,1186.439,6451959.532,1872596.407,17.5,6.4,2,41.5,11.2,1,,,,,,,47,59,94.87,2.29,us-101
52,955,597,1118847937500,6.956,1592.664,6452265.369,1872328.986,17.5,6.4,2,50.0,2.23,1,,,,,,,53,59,70.31,1.41,us-101
52,960,597,1118847938000,7.902,1617.199,6452283.347,1872312.15,17.5,6.4,2,45.95,-11.2,1,,,,,,,53,59,70.67,1.54,us-101
52,968,597,1118847938800,9.364,1652.179,6452308.771,1872288.178,17.5,6.4,2,44.37,8.97,1,,,,,,,53,59,75.78,1.71,us-101
52,1008,597,1118847942800,9.102,1857.011,6452463.116,1872153.542,17.5,6.4,2,51.25,4.43,1,,,,,,,53,59,83.04,1.62,us-101
52,1040,597,1118847946000,8.9,2012.122,6452580.979,1872052.542,17.5,6.4,2,39.65,-2.66,1,,,,,,,53,59,69.19,1.75,us-101
52,1041,597,1118847946100,8.775,2016.064,6452584.109,1872050.051,17.5,6.4,2,39.52,-1.01,1,,,,,,,53,59,69.56,1.76,us-101
52,1066,597,1118847948600,7.75,2115.85,6452662.356,1871987.782,17.5,6.4,2,40.0,0.0,1,,,,,,,0,59,0.0,0.0,us-101
52,1076,597,1118847949600,7.702,2156.09,6452693.835,1871962.781,17.5,6.4,2,42.25,8.46,1,,,,,,,0,59,0.0,0.0,us-101
52,337,820,1118848790700,39.069,113.116,6451149.545,1873297.894,15.0,6.4,2,23.32,0.14,4,,,,,,,48,0,49.77,2.13,us-101
52,359,820,1118848792900,39.447,163.772,6451184.049,1873259.885,15.0,6.4,2,23.36,0.22,4,,,,,,,48,59,47.62,2.04,us-101
52,408,820,1118848797800,38.181,254.166,6451247.447,1873194.675,15.0,6.4,2,9.96,0.2,4,,,,,,,48,59,37.92,3.81,us-101
52,420,820,1118848799000,38.496,266.201,6451255.513,1873185.79,15.0,6.4,2,9.62,-6.03,4,,,,,,,48,59,39.34,4.09,us-101
52,447,820,1118848801700,40.252,293.598,6451274.987,1873164.361,15.0,6.4,2,18.65,11.2,4,,,,,,,48,59,63.01,3.38,us-101
52,477,820,1118848804700,40.859,362.611,6451324.216,1873115.936,15.0,6.4,2,25.02,-0.05,4,,,,,,,48,59,69.46,2.78,us-101
